3BBIF,B,SET
AIMIRT,B,SET
CPNREIT,B,SET
DIF,B,SET
GVREIT,B,SET
JMART,B,SET50
KCE,B,SET100
MCS,B,SET
NER,B,SET
SENA,B,SET
STA,B,SET100
TFFIF,B,SET
WHAIR,B,SET
AWC,S,SET50
BCH,S,SET100
JMT,S,SET50
PTG,S,SET100
PTTGC,S,SET50
RCL,S,SET100
SYNEX,S,SET
TMT,S,SET
TVO,S,SET
WHART,S,SET
AH,X,SET
ASP,X,SET
IVL,X,SET50
ORI,X,SET100
SCC,X,SET50
SINGER,X,SET100
TOA,X,SET
