3BBIF,B
AIMIRT,B
AWC,S
BCH,S
CPNREIT,B
DIF,B
GVREIT,B
JMART,B
JMT,S
KCE,B
MCS,B
NER,B
PTG,S
PTTGC,S
RCL,S
SENA,B
STA,B
SYNEX,S
TFFIF,B
TMT,S
TVO,S
WHAIR,B
WHART,S
