name,qtrly,shares,amount,net,xdate,paiddate,cost_amt,pct,actual
AIMIRT,0.215,12500,2687.5,2418.75,2025-05-19,2025-06-06,136250.0,1.78,1
CPNREIT,0.2505,55000,13777.5,12399.75,2025-05-19,2025-06-04,990000.0,1.25,1
DIF,0.2222,40000,8888.0,7999.2,2025-05-14,2025-06-09,524000.0,1.53,1
GVREIT,0.205,75000,15375.0,13837.5,2025-05-28,2025-06-12,573000.0,2.41,1
IVL,0.175,7200,1260.0,1134.0,2025-05-27,2025-06-12,288000.0,0.39,1
TFFIF,0.1189,20000,2378.0,2140.2,2025-05-28,2025-06-16,150000.0,1.43,1
WHAIR,0.1325,60000,7950.0,7155.0,2025-05-26,2025-06-25,481998.0,1.48,1
WHART,0.1915,20000,3830.0,3447.0,2025-05-19,2025-06-06,246000.0,1.4,1
