name,date,0.0,0.0,0.0,0.0,0,0,0,0,0.0
ACE,2025-03-21,1.29,1.3,1.28,0.020000000000000018,2,1,1,677150,1.29
ADVANC,2025-03-21,268.0,268.0,261.0,7.0,7,0,7,10849375,266.0
AEONTS,2025-03-21,107.0,108.5,106.5,2.0,4,3,1,184444,107.0
AH,2025-03-21,12.7,12.9,12.5,0.40000000000000036,4,2,2,195751,12.9
AIE,2025-03-21,1.4,1.5,1.4,0.10000000000000009,10,10,0,16663252,1.46
AIMIRT,2025-03-21,10.5,10.6,10.4,0.1999999999999993,2,1,1,96106,10.6
AIT,2025-03-21,4.58,4.66,4.58,0.08000000000000007,4,4,0,1555852,4.64
AMATA,2025-03-21,22.0,22.1,21.7,0.40000000000000213,4,1,3,5100837,21.9
ANAN,2025-03-21,0.63,0.71,0.63,0.07999999999999996,8,8,0,40233527,0.71
AOT,2025-03-21,40.0,40.75,40.0,0.75,3,3,0,22859974,40.25
AP,2025-03-21,8.75,8.9,8.75,0.15000000000000036,3,3,0,14323639,8.9
ASIAN,2025-03-21,8.05,8.2,8.0,0.1999999999999993,4,3,1,870063,8.1
ASK,2025-03-21,7.45,7.55,7.4,0.14999999999999947,3,2,1,446770,7.55
ASP,2025-03-21,1.98,2.0,1.98,0.020000000000000018,2,2,0,1159214,1.99
ASW,2025-03-21,6.65,6.65,6.6,0.05000000000000071,1,0,1,258887,6.6
AWC,2025-03-21,2.76,2.82,2.76,0.06000000000000005,3,3,0,61771995,2.8
BA,2025-03-21,18.7,19.1,18.5,0.6000000000000014,6,4,2,8469178,18.8
BAM,2025-03-21,6.5,6.65,6.4,0.25,5,3,2,20757867,6.65
BANPU,2025-03-21,4.48,4.5,4.4,0.09999999999999964,5,1,4,45926488,4.4
BBL,2025-03-21,151.0,151.0,149.0,2.0,4,0,4,7772000,149.5
BCH,2025-03-21,14.9,15.3,14.5,0.8000000000000007,8,4,4,15557510,15.2
BCP,2025-03-21,37.75,38.0,37.25,0.75,3,1,2,9522561,37.75
BCPG,2025-03-21,7.05,7.25,7.0,0.25,5,4,1,9460605,7.05
BDMS,2025-03-21,22.8,23.4,22.6,0.7999999999999972,8,6,2,80153479,23.3
BEC,2025-03-21,3.76,3.82,3.76,0.06000000000000005,3,3,0,127306,3.82
BEM,2025-03-21,5.55,5.6,5.45,0.14999999999999947,3,1,2,50983207,5.5
BGRIM,2025-03-21,11.2,11.3,11.0,0.3000000000000007,3,1,2,11833747,11.3
BH,2025-03-21,174.5,178.0,174.0,4.0,8,7,1,3328176,177.0
BJC,2025-03-21,21.6,21.6,21.3,0.3000000000000007,3,0,3,1939134,21.4
BLA,2025-03-21,19.4,19.8,19.4,0.40000000000000213,4,4,0,901765,19.7
BLAND,2025-03-21,0.46,0.46,0.45,0.010000000000000009,1,0,1,14580631,0.45
BPP,2025-03-21,7.35,7.4,7.2,0.20000000000000018,4,1,3,1297385,7.35
BTS,2025-03-21,5.45,5.7,5.45,0.25,5,5,0,60336798,5.65
BTSGIF,2025-03-21,2.84,2.86,2.84,0.020000000000000018,1,1,0,1044900,2.84
CBG,2025-03-21,62.25,63.0,61.5,1.5,6,3,3,2566641,62.25
CENTEL,2025-03-21,31.75,32.0,30.75,1.25,5,1,4,3837485,30.75
CHG,2025-03-21,1.82,1.84,1.8,0.040000000000000036,4,2,2,17436088,1.83
CK,2025-03-21,14.5,14.5,14.2,0.3000000000000007,3,0,3,2226752,14.3
CKP,2025-03-21,2.66,2.66,2.58,0.08000000000000007,4,0,4,7312814,2.64
COM7,2025-03-21,19.6,19.8,19.3,0.5,5,2,3,6474747,19.4
CPALL,2025-03-21,50.25,51.5,50.25,1.25,5,5,0,29194462,50.75
CPF,2025-03-21,24.1,24.1,23.5,0.6000000000000014,6,0,6,40961210,23.7
CPN,2025-03-21,50.25,50.75,49.75,1.0,4,2,2,10118967,49.75
CPNCG,2025-03-21,6.05,6.15,6.05,0.10000000000000053,2,2,0,1266201,6.05
CPNREIT,2025-03-21,12.5,12.5,12.2,0.3000000000000007,3,0,3,4095726,12.3
CRC,2025-03-21,27.0,27.5,26.5,1.0,4,2,2,20303340,27.25
DELTA,2025-03-21,69.0,69.25,66.75,2.5,10,1,9,23392928,67.75
DIF,2025-03-21,8.1,8.1,7.95,0.14999999999999947,3,0,3,8549282,8.0
DOHOME,2025-03-21,6.3,6.6,6.25,0.34999999999999964,7,6,1,8085055,6.5
EA,2025-03-21,2.34,2.46,2.34,0.1200000000000001,6,6,0,128676077,2.44
EASTW,2025-03-21,2.02,2.06,2.0,0.06000000000000005,3,2,1,271915,2.0
EGATIF,2025-03-21,5.9,5.95,5.9,0.04999999999999982,1,1,0,82920,5.9
EGCO,2025-03-21,95.25,95.5,94.5,1.0,4,1,3,1678483,95.25
EPG,2025-03-21,3.14,3.2,3.1,0.10000000000000009,5,3,2,1748786,3.18
FORTH,2025-03-21,7.0,7.1,7.0,0.09999999999999964,2,2,0,165213,7.1
FPT,2025-03-21,7.0,7.9,6.9,1.0,20,18,2,44301,7.9
FTREIT,2025-03-21,10.1,10.3,10.1,0.20000000000000107,2,2,0,1110507,10.3
GFPT,2025-03-21,8.25,8.4,8.25,0.15000000000000036,3,3,0,1321880,8.4
